step,policy_arm_delta,command_arm_delta,observed_arm_delta,policy_gripper_delta,command_gripper_delta,observed_gripper_delta,command_arm_delta_change,command_gripper_delta_change,command_follow_error_arm,command_follow_error_gripper,target_period_sec,step_elapsed_sec,control_overrun
137,0.19186992943286896,0.015000000596046448,0.003067508339881897,0.008412480354309082,0.008412480354309082,0.008412480354309082,0.003999948501586914,0.010560750961303711,0.012919098138809204,0.0,0.04,0.040284569025970995,True
138,0.1897890269756317,0.015000015497207642,0.00235864520072937,0.0,0.0,0.0,0.003999948501586914,0.008412480354309082,0.01279844343662262,0.0,0.04,0.039509768947027624,False
139,0.18743038177490234,0.015000000596046448,0.003063678741455078,0.0,0.0,0.0,0.003999948501586914,0.0,0.012470275163650513,0.0,0.04,0.04292328201700002,True
140,0.18466529250144958,0.015000000596046448,0.0025025010108947754,0.0,0.0,0.0,0.003999948501586914,0.0,0.012674212455749512,0.0,0.04,0.039909913088195026,False
141,0.18233951926231384,0.015000000596046448,0.0023411810398101807,0.0,0.0,0.0,0.0015113353729248047,0.0,0.012720465660095215,0.0,0.04,0.03967600595206022,False
142,0.18003693222999573,0.015000000596046448,0.0031415224075317383,0.0,0.0,0.0,0.0010565519332885742,0.0,0.012401536107063293,0.0,0.04,0.04443494894076139,True
143,0.17738038301467896,0.015000000596046448,0.0032314062118530273,0.0,0.0,0.0,0.0004737377166748047,0.0,0.011980175971984863,0.0,0.04,0.05074549710843712,True
144,0.17436057329177856,0.015000015497207642,0.002731144428253174,0.0,0.0,0.0,0.0002478361129760742,0.0,0.01230919361114502,0.0,0.04,0.04757125210016966,True
145,0.17164283990859985,0.014999985694885254,0.002681255340576172,0.0,0.0,0.0,0.0001837015151977539,0.0,0.012426599860191345,0.0,0.04,0.04396189597900957,True
146,0.16905477643013,0.015000000596046448,0.0030193328857421875,0.0,0.0,0.0,0.0001379251480102539,0.0,0.012035191059112549,0.0,0.04,0.04795659298542887,True
147,0.1660899817943573,0.015000000596046448,0.0026346296072006226,0.0,0.0,0.0,0.0001233816146850586,0.0,0.012383103370666504,0.0,0.04,0.04451713908929378,True
